Temperature,Humidity,Pressure,WindSpeed,CloudCover,RainToday,RainTomorrow
25,39,1012,30,59,0,0
26,42,1019,38,59,0,0
28,97,995,4,62,0,1
26,79,1008,20,61,0,1
24,51,1008,35,32,0,0
35,44,1002,36,94,0,1
23,69,1003,10,8,0,0
30,46,1010,33,65,0,1
23,32,998,22,55,1,1
41,70,1006,7,83,0,1
29,95,1002,10,1,0,0
30,61,1004,18,37,0,0
32,30,998,38,34,0,1
26,30,1007,23,91,0,1
21,26,1020,37,71,0,0
35,33,1024,2,76,0,0
19,67,1023,32,77,0,0
31,72,1017,30,46,1,1
26,61,1005,29,51,0,1
21,88,1012,26,34,0,1
24,32,1018,17,83,1,1
34,88,1006,19,55,0,1
32,40,999,3,91,0,1
39,51,1003,37,46,0,1
35,25,1002,17,27,0,0
39,65,1006,20,88,1,1
22,58,1001,11,6,0,0
32,76,1022,16,23,0,0
31,34,1011,15,1,1,0
26,95,1010,11,8,0,0
24,97,1021,25,92,0,1
24,67,1002,8,91,1,1
37,68,1001,41,6,0,1
26,83,1007,40,85,1,1
33,86,1002,19,87,0,1
39,84,1004,3,65,0,1
33,80,1006,33,91,1,1
31,28,1020,37,49,0,0
34,95,1024,6,18,0,0
19,73,1010,41,46,0,1
26,74,1019,27,55,0,0
31,49,998,5,78,0,1
31,89,1004,21,73,0,1
41,58,1023,29,26,0,0
18,92,1001,10,15,1,1
40,67,1012,26,56,0,1
41,35,1014,18,36,0,0
37,32,1018,30,82,0,0
24,65,1015,23,41,0,0
27,53,1010,2,16,0,0
38,43,1015,22,16,0,0
38,77,1003,41,63,0,1
36,95,1011,2,36,0,0
19,83,1019,6,36,0,0
20,72,1000,16,14,1,1
37,68,1004,32,33,0,1
20,33,1005,12,24,0,0
31,97,1014,22,73,0,1
26,85,999,41,74,0,1
27,89,1020,40,59,1,1
34,46,1020,7,31,0,0
27,63,1017,35,30,0,0
29,62,997,3,51,0,1
20,59,1016,38,85,1,1
20,96,1014,43,97,0,1
36,92,1014,10,79,0,1
21,65,1021,42,37,0,0
31,45,1009,4,36,0,0
31,40,1008,10,6,1,0
38,39,1014,9,33,0,0
34,93,1024,23,19,0,0
24,74,1012,3,46,0,0
35,85,1003,15,4,0,0
22,88,1023,12,4,1,0
21,43,1016,35,55,0,0
41,41,1004,29,81,0,1
30,80,1010,19,79,1,1
24,34,999,22,2,0,0
29,94,1008,5,17,0,0
37,62,1010,21,87,0,1
36,43,1018,5,96,1,1
30,54,996,31,50,0,1
33,57,1003,11,81,0,1
36,65,1004,24,51,0,1
23,28,999,42,86,0,1
22,85,1005,12,12,0,0
25,49,1024,19,43,0,0
27,95,1022,15,14,1,0
35,55,1006,14,19,0,0
20,47,1004,34,98,1,1
37,79,997,9,39,1,1
24,26,1015,7,91,1,1
21,56,1007,43,52,0,1
28,99,1011,3,66,1,1
20,39,1005,12,30,0,0
37,49,1005,20,91,1,1
22,98,1004,35,99,0,1
30,29,1014,3,74,1,0
35,62,1017,29,73,0,0
34,46,1005,20,80,0,1
41,76,998,29,77,0,1
23,33,1015,13,60,0,0
25,80,998,32,26,0,1
22,94,999,28,7,1,1
21,31,1002,16,36,0,0
23,81,1022,18,18,0,0
28,34,1005,24,66,0,1
35,49,1005,21,57,0,1
35,34,1015,30,95,1,1
30,71,1017,24,94,0,1
34,91,1015,3,67,0,0
18,94,1001,20,43,0,1
24,50,1006,13,21,0,0
31,54,1006,21,90,1,1
27,76,1023,42,33,0,0
29,61,995,16,31,0,1
35,69,1023,33,32,1,0
33,98,1024,37,96,1,1
22,58,1018,18,94,0,0
23,46,1009,38,14,0,0
38,45,1017,39,65,0,0
38,92,1006,20,65,0,1
31,39,1014,35,35,0,0
24,54,1007,28,62,1,1
30,70,1018,10,86,0,0
38,27,996,20,27,1,1
34,31,1003,13,13,0,0
20,39,1013,25,7,0,0
36,87,998,15,15,1,1
23,81,1000,36,78,0,1
28,27,1022,11,96,0,0
27,57,998,4,68,0,1
29,37,1018,33,15,1,0
22,45,1009,13,50,0,0
36,45,1005,7,72,0,0
31,30,995,23,33,0,1
20,66,1024,7,5,0,0
38,26,1020,32,89,0,0
27,94,1017,29,29,1,1
22,79,1011,35,43,0,1
24,45,1010,21,42,0,0
35,43,1010,33,78,0,1
32,53,1012,5,35,0,0
32,68,997,33,73,0,1
39,38,1011,22,50,0,0
32,89,1018,13,9,0,0
27,35,1016,17,72,0,0
36,55,1003,37,52,0,1
25,48,1002,20,47,0,1
39,79,1003,5,36,0,1
23,71,998,12,4,0,0
32,42,1014,29,76,1,1
18,70,999,32,69,1,1
33,78,1015,13,19,0,0
40,77,1017,28,16,0,0
35,64,1024,32,2,0,0
35,30,1022,9,54,0,0
30,96,1013,39,28,0,1
27,73,995,40,28,0,1
20,75,1009,38,94,0,1
39,30,997,6,8,0,0
36,62,1005,22,90,0,1
23,62,1011,12,80,1,1
24,54,1015,2,88,0,0
25,93,1024,9,18,0,0
40,54,1009,37,54,0,1
30,78,1010,31,38,0,1
33,68,1001,28,44,0,1
20,52,997,8,61,0,1
35,75,1008,21,95,0,1
25,56,1020,40,19,0,0
32,76,1016,23,52,0,0
25,67,1012,24,76,0,1
26,33,1011,8,40,0,0
19,28,1008,33,99,0,1
35,88,1008,21,88,1,1
25,87,1008,22,86,0,1
22,40,1002,43,26,1,1
35,59,1011,16,62,0,0
34,90,1011,32,60,0,1
26,58,1013,4,16,1,0
31,62,997,2,28,1,1
18,41,1022,27,7,0,0
35,83,1021,17,9,0,0
39,40,1006,12,83,0,1
20,36,1024,10,52,0,0
22,89,1004,5,63,0,1
25,84,1017,16,90,1,1
32,96,1024,43,81,0,1
28,46,997,16,98,1,1
18,72,995,27,7,1,1
23,34,1004,38,25,0,0
37,73,1008,36,28,1,1
35,68,996,3,58,1,1
35,46,1013,2,87,0,0
21,55,996,20,52,0,1
30,46,1017,24,14,1,0
40,44,1023,41,38,0,0
35,65,1000,28,99,1,1
22,97,1001,42,83,0,1
21,48,1008,42,64,0,1
41,51,1001,10,98,1,1
38,27,1009,22,9,0,0
37,30,996,30,39,0,1
21,92,1023,38,61,0,1
37,65,1017,19,88,0,1
32,87,996,21,36,0,1
39,29,996,40,66,0,1
41,48,997,8,88,1,1
32,74,1023,11,31,0,0
26,38,998,21,27,0,0
19,63,1022,26,31,0,0
34,79,1004,17,5,1,1
37,91,1022,42,78,0,1
27,95,1022,39,12,1,1
32,60,1022,16,74,0,0
21,76,1021,11,93,1,1
38,53,1017,22,42,0,0
29,54,1023,34,17,0,0
38,25,1011,44,14,0,0
39,56,1020,34,38,0,0
40,26,996,39,28,1,1
20,95,998,30,36,1,1
21,69,1010,32,33,1,1
35,86,1002,44,55,0,1
33,73,1011,11,19,0,0
30,58,1023,33,50,1,1
21,63,1014,25,87,0,1
21,95,1004,13,0,0,0
33,29,1013,5,5,1,0
24,79,1001,10,44,0,1
33,79,1003,16,36,1,1
38,96,1009,22,56,0,1
39,30,998,44,92,0,1
18,79,1009,22,45,0,1
24,63,1022,4,29,0,0
35,86,1014,15,34,0,0
24,63,999,36,51,0,1
21,48,1002,30,52,1,1
25,39,1011,6,63,1,1
35,66,1011,31,14,0,0
38,40,1009,41,72,1,1
19,51,1007,37,26,0,0
36,55,997,31,20,1,1
27,86,1019,33,98,0,1
24,88,1016,31,62,1,1
40,64,995,26,35,1,1
24,70,1007,11,86,0,1
18,60,1022,17,15,1,0
27,99,1000,2,61,0,1
29,62,1022,18,0,1,0
39,64,1018,44,87,0,1
24,98,998,26,56,0,1
31,69,1009,17,1,1,1
38,74,1023,32,80,1,1
38,39,1022,32,20,1,0
26,70,1007,27,50,0,1
34,75,997,15,48,1,1
18,81,1011,35,13,0,0
34,27,996,41,88,0,1
19,33,1024,21,20,1,0
23,68,1019,10,61,0,0
22,40,999,13,23,1,1
26,53,1013,21,86,1,1
38,68,997,8,21,0,1
40,39,1024,35,12,1,0
35,80,1017,34,97,0,1
20,41,1022,15,33,0,0
30,79,996,35,92,1,1
29,50,1020,29,66,0,0
37,42,1015,28,30,0,0
18,30,1005,35,83,0,1
38,42,1015,20,3,0,0
37,53,1019,14,62,0,0
36,73,995,39,82,1,1
25,45,1016,16,49,0,0
24,56,1011,5,44,0,0
38,89,995,8,72,0,1
35,78,1009,7,65,0,1
30,47,1016,44,42,0,0
24,49,1010,36,16,1,1
32,93,1010,16,41,0,1
33,32,1009,11,4,0,0
38,50,1016,24,61,0,0
34,44,1022,38,23,1,0
37,84,1010,31,72,1,1
34,38,1013,8,58,0,0
29,56,1009,12,1,0,0
21,41,1011,29,93,0,1
31,28,1000,30,18,0,0
41,59,1014,7,22,1,0
29,72,1014,9,54,0,0
25,55,1014,37,60,1,1
23,60,1010,24,54,1,1
22,71,1020,41,70,0,1
39,63,1017,31,17,0,0
35,98,1001,31,25,1,1
22,89,1008,19,12,0,0
25,98,1011,39,78,0,1
33,87,1002,21,14,1,1
25,56,1007,16,81,0,1
25,38,1022,12,69,0,0
18,90,1024,33,12,0,0
41,48,1021,5,87,0,0
19,45,1024,27,19,0,0
34,82,1002,26,22,1,1
18,39,1011,35,80,0,1
26,68,998,14,67,0,1
26,57,995,21,3,0,1
27,58,1021,22,87,0,0
40,33,1011,22,59,0,0
21,28,1005,29,6,0,0
41,34,999,14,43,0,0
36,75,1013,13,51,0,0
22,54,1008,13,92,0,1
22,72,1024,19,58,1,1
33,87,1006,24,33,1,1
23,77,1019,5,93,0,0
27,73,1008,9,54,0,0
20,56,1018,25,6,0,0
33,93,998,27,41,1,1
27,50,1016,13,31,0,0
38,76,1014,40,39,0,1
31,68,1002,23,81,0,1
28,40,1008,36,52,1,1
21,29,1004,30,95,0,1
29,93,999,28,86,0,1
38,68,1006,25,48,0,1
34,90,1019,5,50,0,0
29,90,1000,10,68,0,1
38,97,1022,9,94,0,1
25,85,1022,24,69,1,1
26,31,1022,5,4,0,0
32,88,996,14,6,0,1
41,88,1001,31,21,0,1
39,63,997,6,64,1,1
20,64,1019,42,97,0,1
36,67,995,23,61,1,1
35,72,1003,2,8,0,0
28,69,1020,3,13,0,0
35,40,1015,30,74,0,0
31,90,1005,23,66,0,1
18,25,1006,16,36,1,1
33,51,1006,13,66,1,1
40,90,1001,35,31,0,1
28,67,1008,4,45,0,0
21,27,1019,11,62,0,0
35,91,1001,11,51,1,1
40,70,1005,34,99,0,1
23,46,1020,23,68,0,0
20,97,1013,19,42,0,1
35,31,995,7,81,0,1
39,63,1013,10,98,1,1
37,86,1012,41,72,0,1
39,31,1011,25,1,1,0
36,57,1015,11,52,0,0
26,30,1013,43,34,0,0
36,93,1019,12,73,1,1
38,42,1022,19,0,0,0
19,75,1009,35,35,1,1
36,66,995,33,83,1,1
21,63,1024,8,21,1,0
30,98,1018,9,90,0,1
31,99,1000,22,61,0,1
24,86,1005,38,82,0,1
41,86,996,23,67,0,1
19,32,995,39,61,0,1
30,89,996,4,8,0,1
27,36,1012,22,20,0,0
22,88,1011,9,16,1,1
23,45,1001,8,26,0,0
32,90,1001,19,85,0,1
39,57,1001,4,13,0,0
21,37,1010,17,4,0,0
23,74,1000,40,55,0,1
41,72,1003,27,58,0,1
36,79,1017,2,7,0,0
38,77,1020,38,48,1,1
18,53,1017,34,51,0,0
22,95,1019,7,48,0,0
30,28,1024,9,63,1,0
22,69,1020,44,7,0,0
30,29,1022,41,80,0,0
30,33,996,33,50,0,1
24,54,1020,4,50,1,0
26,34,1023,27,0,0,0
23,86,1009,26,69,0,1
41,91,1011,9,59,0,1
34,86,1003,13,92,1,1
21,78,1019,30,10,1,0
31,70,1000,18,65,1,1
27,31,998,17,13,0,0
26,28,1023,7,0,0,0
18,87,1019,4,64,0,0
38,54,995,23,93,0,1
21,79,1006,26,11,0,0
32,98,997,30,75,0,1
27,42,1009,3,48,0,0
39,50,1020,10,20,1,0
28,30,1018,15,32,1,0
26,99,1018,24,50,0,0
20,60,1014,29,38,0,0
27,30,1019,31,98,1,1
27,91,1018,27,14,0,0
35,43,1006,25,68,1,1
33,54,1009,39,43,0,1
37,88,1003,33,67,0,1
25,46,1004,8,21,1,1
22,40,1009,6,66,0,0
27,29,1017,16,81,0,0
38,26,1016,9,86,0,0
21,88,1024,20,86,1,1
38,76,1009,19,53,1,1
24,25,1018,40,97,1,1
30,48,999,24,82,1,1
35,57,1021,29,40,0,0
35,35,995,20,53,0,1
19,95,1014,3,82,0,1
27,32,1020,31,74,0,0
37,33,1002,16,97,1,1
26,87,1002,28,20,1,1
20,92,1011,17,94,1,1
37,59,1000,34,20,1,1
24,58,1004,16,5,0,0
41,73,1022,2,64,0,0
37,72,1002,2,89,1,1
34,49,1004,13,40,1,1
29,93,1008,35,47,1,1
20,89,1021,37,78,0,1
36,66,999,20,38,1,1
29,71,1006,37,62,0,1
34,75,1010,44,33,0,1
34,42,1023,30,4,0,0
23,57,1004,38,96,0,1
28,48,1018,8,20,1,0
27,71,998,16,43,0,1
35,86,1000,38,65,0,1
21,47,1007,18,30,0,0
18,36,999,21,65,1,1
23,46,1006,33,58,0,1
18,39,1024,4,92,0,0
22,80,1016,36,70,0,1
39,25,1013,8,35,1,0
40,49,1024,30,94,0,0
36,28,995,42,14,0,1
25,39,1009,40,21,0,0
19,60,1014,17,66,0,0
40,90,997,27,56,0,1
19,80,1014,35,97,0,1
40,44,1012,26,83,0,1
31,84,1009,44,61,0,1
33,93,996,17,54,0,1
28,85,1000,43,23,0,1
22,77,1001,12,77,1,1
33,74,1015,5,96,0,1
32,29,998,32,17,1,1
40,45,1009,31,54,0,0
22,65,1007,11,90,0,1
30,69,1015,41,44,0,1
37,69,1017,6,31,0,0
22,37,1023,6,24,0,0
37,96,1022,10,20,0,0
37,50,1016,43,10,0,0
28,51,1024,20,33,0,0
40,77,995,4,66,0,1
37,54,1020,6,14,0,0
31,81,1021,9,71,0,0
26,99,1007,14,26,0,1
38,75,999,10,91,1,1
39,27,1013,33,68,0,0
41,27,1018,14,42,0,0
36,66,1023,27,17,0,0
24,72,1010,34,2,0,0
21,28,1004,10,50,0,0
18,44,1008,23,51,0,0
20,32,1016,26,9,1,0
25,89,1014,22,23,0,0
29,50,1003,21,55,0,1
27,60,1016,10,21,1,0
26,61,1000,20,71,0,1
30,67,1006,38,93,0,1
41,45,1003,10,41,1,1
21,32,1023,15,76,0,0
41,74,1012,41,25,0,0
40,77,995,32,17,0,1
36,34,1009,35,66,0,1
25,53,1016,21,69,1,1
34,53,1004,18,30,0,0
23,81,999,5,1,1,1
23,96,1015,36,47,0,1
32,30,1009,18,67,1,1
39,51,1008,16,43,0,0
27,33,996,37,72,0,1
30,96,1020,29,18,0,0
28,32,995,11,17,1,1
28,74,997,41,90,0,1
31,88,1000,15,6,0,1
27,75,1023,16,89,1,1
26,93,998,42,56,0,1
38,91,1020,18,59,0,0
41,99,1018,36,86,0,1
19,43,996,3,14,0,0
20,93,1005,28,87,0,1
31,57,1020,18,41,0,0
25,70,1001,7,67,0,1
32,76,997,6,4,1,1
38,76,1008,30,7,0,0
18,53,998,38,92,0,1
37,36,1014,2,6,0,0
19,67,1001,18,58,0,1
39,62,1016,44,92,0,1
39,93,1024,24,84,0,1
39,71,1015,21,22,0,0
38,25,1009,18,50,0,0
36,74,1022,35,5,1,0
23,93,1001,34,76,1,1
18,37,1005,28,70,0,1
18,41,1007,15,57,1,1
40,53,1000,28,44,0,1
21,85,999,4,35,0,1
31,76,1011,7,9,0,0
40,41,1008,21,43,1,1
29,82,1016,7,67,0,0
40,68,1007,20,94,0,1
37,91,1022,4,77,0,0
36,84,1024,11,48,0,0
26,92,1009,9,0,0,0
35,36,1010,31,96,1,1
24,27,1005,7,94,0,1
24,67,1024,28,80,0,0
39,85,1018,27,90,0,1
37,32,1015,30,42,0,0
40,51,1008,28,72,0,1
18,68,1005,32,64,1,1
34,39,996,17,3,0,0
31,52,1003,3,16,0,0
27,33,996,25,61,1,1
28,98,1012,29,91,0,1
37,74,995,4,78,0,1
38,61,1009,24,77,0,1
41,33,1006,40,4,1,1
27,88,1002,23,51,0,1
29,33,1004,11,72,1,1
20,84,1013,44,37,1,1
32,69,1016,6,77,1,1
40,68,1014,20,87,0,1
37,48,1011,26,45,1,1
35,88,1022,23,55,0,0
39,68,1004,9,91,1,1
29,49,1000,16,50,0,1
30,32,1021,14,99,0,0
38,31,1020,16,55,1,0
40,76,1000,42,78,0,1
25,40,999,19,19,0,0
40,87,997,40,48,0,1
39,38,1010,29,84,1,1
23,89,1015,5,2,0,0
19,44,1017,41,24,0,0
40,76,996,16,51,0,1
27,38,1021,15,98,1,1
18,58,1013,25,3,1,0
26,91,1014,21,73,0,1
39,91,1005,26,47,0,1
32,56,1015,4,3,0,0
29,45,1003,20,47,0,1
37,88,999,32,73,1,1
24,44,1012,12,85,0,0
35,88,1020,35,86,0,1
27,25,1000,40,8,0,0
34,76,1012,34,3,0,0
37,33,1024,9,4,1,0
18,39,1019,19,37,1,0
31,77,1020,41,66,0,1
36,84,1001,37,20,0,1
33,50,1007,37,23,1,1
38,42,1009,16,5,0,0
25,53,1015,18,87,1,1
35,55,1009,35,1,0,0
25,76,1001,13,18,1,1
32,72,1023,15,2,0,0
39,30,1011,24,91,0,1
37,84,997,3,44,0,1
41,53,997,5,65,1,1
38,73,1023,43,0,0,0
20,75,1001,14,64,0,1
20,48,995,11,12,0,0
31,34,1002,24,98,1,1
24,66,997,3,78,0,1
34,76,1012,16,17,0,0
29,47,1015,27,71,0,0
19,93,995,5,69,0,1
36,96,1001,14,64,0,1
33,51,1009,35,86,0,1
41,92,1006,38,16,0,1
27,78,1012,28,5,0,0
37,39,998,41,6,0,1
34,88,1007,27,57,0,1
27,37,1012,31,74,1,1
41,81,1024,30,55,0,0
20,43,1017,14,68,0,0
23,86,1016,10,39,0,0
22,78,1016,4,91,1,1
32,38,1005,12,72,0,0
32,68,1023,7,64,1,0
37,39,996,18,2,1,1
34,79,1023,39,62,1,1
32,43,1014,31,54,1,1
37,51,1019,10,40,0,0
27,30,1012,35,51,0,0
23,26,1009,18,15,0,0
25,34,1004,11,72,0,0
36,92,1018,4,41,0,0
40,30,1015,35,41,1,1
26,66,996,41,87,0,1
21,74,1006,32,48,0,1
36,70,1008,18,65,1,1
24,78,1023,17,80,0,0
24,32,1002,24,95,0,1
35,62,1016,13,14,0,0
23,74,1018,32,8,1,1
36,75,1002,35,56,0,1
23,27,997,20,42,1,1
29,70,1024,31,81,0,0
26,71,1018,27,2,0,0
27,74,998,14,28,0,1
38,29,1014,15,13,1,0
30,48,1009,2,85,0,0
36,27,1017,27,77,0,0
25,79,1017,17,41,0,0
41,62,1016,5,3,0,0
28,86,998,22,84,0,1
21,89,1024,27,1,0,0
30,42,1010,43,40,0,0
21,66,997,39,66,0,1
20,74,1002,23,71,0,1
24,43,1002,43,16,0,1
30,80,1010,30,40,0,1
22,99,1003,39,39,0,1
25,68,1020,41,66,0,0
19,73,1010,37,81,0,1
19,83,1015,18,30,0,0
37,29,1001,19,55,0,0
35,69,1022,3,83,0,0
30,48,1023,39,47,0,0
21,26,1003,19,48,0,0
32,41,1017,3,69,0,0
22,73,996,19,63,1,1
23,68,1011,14,51,1,1
27,88,1015,3,33,0,0
24,88,995,13,75,0,1
27,41,1012,41,38,1,1
29,39,1022,5,35,0,0
29,71,1011,40,37,0,1
18,50,1008,37,68,0,1
38,30,999,3,68,1,1
36,71,1007,13,68,1,1
21,83,1021,11,12,0,0
32,70,1019,11,21,0,0
32,32,1015,22,21,0,0
30,64,1012,23,29,1,1
30,59,1012,43,4,1,1
23,86,1002,40,84,1,1
32,50,1015,33,27,0,0
28,56,1007,16,17,1,1
40,35,1002,21,96,0,1
36,59,999,36,77,0,1
41,41,1012,35,11,1,1
19,70,1005,14,30,0,0
24,98,1018,2,24,1,0
35,30,996,4,71,0,1
36,94,1008,4,47,0,1
31,43,1016,20,72,1,1
22,74,1003,8,8,0,0
34,30,1012,41,20,1,1
20,90,1018,42,67,0,1
31,53,996,35,26,0,1
24,68,1000,19,35,1,1
30,45,1017,31,88,0,0
19,96,1013,42,25,1,1
21,75,1004,39,47,1,1
26,63,998,37,18,0,1
36,86,1007,26,99,0,1
27,63,1024,6,80,0,0
32,45,1016,40,49,0,0
23,74,1010,3,0,0,0
28,76,999,24,0,1,1
20,26,1018,38,16,1,0
18,46,1003,28,54,0,1
30,52,1022,11,83,0,0
31,50,1006,12,70,1,1
24,80,1014,39,74,0,1
33,75,1017,28,50,0,0
40,84,1021,13,39,0,0
23,72,1014,25,92,0,1
19,26,995,21,33,1,1
33,99,1021,24,37,0,0
29,54,1017,2,40,0,0
23,99,997,5,92,0,1
36,62,995,41,7,0,1
34,87,995,16,30,0,1
19,59,1003,17,55,1,1
35,36,1022,13,32,0,0
34,45,1022,40,48,0,0
21,50,1001,8,71,0,1
41,48,1002,13,46,0,0
26,27,1016,22,94,0,0
41,92,1014,17,73,0,1
22,35,1023,16,69,0,0
28,58,1022,3,79,0,0
34,52,1010,33,36,0,0
30,72,1003,25,99,0,1
33,47,1021,32,6,0,0
30,92,1008,43,41,0,1
29,50,1017,10,7,1,0
24,31,1003,4,77,0,0
29,70,1020,29,13,0,0
19,99,1011,35,18,0,1
30,29,1012,24,87,1,1
32,96,1020,16,56,0,0
34,86,1009,15,97,0,1
23,73,999,32,36,0,1
37,93,1022,34,10,0,0
40,64,996,16,86,1,1
32,54,1010,31,8,0,0
23,88,1002,19,90,0,1
34,56,1015,37,99,0,1
22,40,1008,15,87,1,1
31,75,1024,36,80,1,1
30,92,1005,16,29,0,1
28,58,1017,32,36,0,0
24,31,1004,39,51,0,1
30,52,1005,19,97,0,1
36,25,1005,43,94,1,1
18,75,1010,40,14,0,0
40,77,1003,35,16,0,1
27,30,999,41,39,0,1
29,31,1007,14,3,1,0
20,36,995,28,49,0,1
25,56,1014,18,33,1,1
23,48,1016,19,49,1,1
24,57,1011,24,88,0,1
18,83,1011,11,94,0,1
37,81,996,16,27,0,1
37,38,1012,3,33,1,0
33,78,1009,13,8,0,0
31,77,1010,44,37,0,1
25,72,997,3,15,0,0
26,40,1016,29,3,0,0
30,42,1009,33,29,0,0
21,53,1010,29,20,0,0
41,90,1022,36,27,0,0
18,84,1003,18,45,0,1
27,47,1010,28,88,1,1
41,27,1022,13,98,1,0
35,56,1001,20,70,0,1
25,72,1013,8,36,0,0
27,79,1021,42,96,0,1
25,58,1024,37,90,1,1
22,87,1023,11,12,0,0
29,83,1007,23,14,0,0
39,62,1005,2,10,0,0
25,84,1013,7,27,0,0
25,29,1004,18,37,0,0
37,38,1020,30,61,0,0
33,60,996,17,32,0,1
28,82,1012,42,43,0,1
35,93,1018,30,92,0,1
25,91,996,26,18,1,1
36,89,1024,28,53,0,0
37,73,997,42,68,1,1
34,77,1015,32,21,0,0
34,39,1012,11,95,1,1
22,52,1000,15,86,1,1
24,90,1000,42,97,0,1
28,88,1019,37,15,1,1
30,83,999,28,97,0,1
30,54,999,19,77,0,1
24,96,1012,8,79,1,1
36,51,1022,34,52,1,1
25,57,1024,42,18,0,0
38,66,1018,24,74,0,0
25,76,1006,33,32,0,1
32,75,1000,28,68,0,1
20,58,998,19,25,0,1
32,85,1005,15,94,0,1
41,72,1002,33,30,1,1
24,31,1009,9,77,0,0
30,27,1015,29,37,0,0
21,91,998,6,89,0,1
25,36,1016,4,90,0,0
25,42,1015,43,0,0,0
26,66,1009,10,22,1,1
24,55,1018,27,29,0,0
23,93,999,20,37,0,1
27,47,1008,31,66,0,1
27,27,999,20,41,0,0
33,25,1000,10,59,1,1
31,58,999,34,24,0,1
39,97,1024,4,14,1,0
23,44,1011,24,36,0,0
25,61,1018,34,32,0,0
39,29,1008,16,20,1,0
34,80,1012,8,49,1,1
36,31,1002,25,74,0,1
18,78,1002,3,78,1,1
35,76,1014,10,98,0,1
35,54,1002,2,23,0,0
36,68,1022,39,28,0,0
30,41,1024,34,4,1,0
41,74,1001,41,45,1,1
29,37,1002,2,8,1,0
31,37,1010,3,67,0,0
27,27,998,7,86,0,1
20,34,1005,20,13,0,0
28,52,1015,37,23,0,0
34,46,1013,11,60,0,0
23,90,995,44,30,0,1
22,71,1009,37,22,1,1
24,39,999,5,21,0,0
34,41,1002,35,89,0,1
39,62,1016,25,99,1,1
21,30,1020,38,90,0,0
23,67,1015,16,89,0,1
41,55,1013,25,57,0,0
21,34,1003,20,14,0,0
27,87,1013,22,33,0,0
35,90,1013,2,42,0,0
22,72,1018,6,55,1,1
21,55,1017,39,72,1,1
32,40,1007,26,93,1,1
24,81,1017,5,42,1,1
27,31,998,36,87,1,1
30,44,1011,33,58,0,0
21,67,1024,36,42,0,0
18,69,1007,25,14,0,0
29,46,1017,27,77,0,0
21,75,1023,14,56,0,0
35,52,1000,42,43,1,1
32,27,1013,21,24,1,0
41,85,1022,36,77,0,1
36,91,996,42,21,0,1
38,65,1021,38,65,0,0
26,66,998,11,58,0,1
30,63,1001,5,14,1,1
23,97,997,9,70,0,1
30,43,1024,8,9,1,0
20,82,1019,30,75,1,1
25,94,1022,11,65,1,1
24,35,1020,37,48,1,1
40,31,1021,14,50,0,0
39,37,1023,13,70,0,0
37,38,1021,44,57,0,0
21,63,995,42,44,0,1
19,37,1001,10,62,1,1
39,71,1001,24,25,0,1
36,98,995,6,66,0,1
38,81,1016,19,15,0,0
30,69,1010,9,42,0,0
27,55,1006,10,72,0,1
25,35,1024,21,18,0,0
27,48,1007,35,28,0,0
36,41,1010,14,23,0,0
35,25,1009,4,5,1,0
23,57,1014,39,7,0,0
31,44,1017,20,55,1,1
41,34,1014,35,35,0,0
21,40,1009,19,70,1,1
28,64,1018,2,34,1,0
29,82,1013,10,48,0,0
21,78,1009,33,98,1,1
38,56,1024,38,95,0,0
22,62,1024,33,65,1,1
37,61,1003,39,48,0,1
25,31,999,43,87,0,1
24,35,1003,31,40,1,1
25,75,1014,33,47,0,1
24,44,1019,36,23,0,0
37,63,998,13,80,0,1
34,26,1000,12,42,0,0
24,52,1008,17,62,0,0
29,65,1014,30,22,0,0
38,75,1010,42,44,0,1
39,34,1001,10,88,0,1
30,70,1020,22,86,1,1
36,62,1006,25,76,0,1
19,78,1001,13,38,1,1
26,72,1013,32,24,1,1
36,37,998,43,53,0,1
33,80,1001,20,45,0,1
34,45,995,7,26,1,1
29,90,999,10,19,1,1
39,96,996,10,70,1,1
35,40,1015,6,28,1,0
28,46,1008,20,34,0,0
23,84,1020,4,33,0,0
19,39,999,16,59,0,1
34,76,1017,36,36,0,0
22,81,995,26,36,0,1
31,84,1010,39,97,0,1
26,93,999,26,25,1,1
21,72,1010,17,70,0,1
38,55,995,4,94,0,1
25,89,1024,8,6,0,0
34,35,1009,42,48,1,1
26,86,1012,3,67,0,0
18,99,997,41,4,1,1
38,46,1016,38,10,0,0
26,77,1007,4,12,0,0
28,35,1015,22,6,0,0
31,87,995,12,76,0,1
26,61,1024,42,44,0,0
24,38,1024,7,33,0,0
22,70,1021,7,7,0,0
21,25,996,10,62,1,1
27,74,1006,24,5,0,0
41,82,1003,31,55,0,1
29,59,1001,42,88,0,1
31,84,1010,5,28,1,1
39,32,995,14,26,0,0
30,86,1008,12,85,1,1
36,38,1004,30,5,0,0
21,35,1007,41,73,1,1
28,32,1014,22,64,0,0
25,81,1010,10,94,0,1
33,47,1000,31,54,0,1
33,99,996,13,59,0,1
37,51,1020,13,12,1,0
20,84,1023,32,76,1,1
19,57,1002,42,58,0,1
34,56,1000,29,78,0,1
30,78,1006,14,38,1,1
31,38,1011,25,57,0,0
36,34,1016,9,20,1,0
30,54,999,33,15,0,1
39,88,1017,41,36,0,1
28,87,1006,16,43,1,1
18,68,1014,7,73,0,0
18,30,1013,32,65,0,0
21,89,1009,43,79,0,1
32,90,1014,37,0,1,1
28,25,1005,25,73,1,1
